Date,Bitcoin,Bitcoin Cash,Ethereum,Litecoin,Tron,Binance Coin,Ripple,Cardano,Stellar,Monero,Chainlink,Dogecoin,Polkadot
2020-11-01,13737.109375,267.5558166503906,396.3581848144531,55.587623596191406,0.02572700008749962,28.461565017700195,0.23979699611663818,0.09819699823856354,0.07847800105810165,126.5552978515625,11.536629676818848,0.0025820001028478146,4.22561502456665
2020-11-02,13550.4892578125,257.19970703125,383.15673828125,53.817481994628906,0.02443300001323223,27.883930206298828,0.23542100191116333,0.0921429991722107,0.07565999776124954,118.73442077636719,10.797578811645508,0.002517000073567033,4.030231475830078
2020-11-03,13950.30078125,244.14683532714844,387.6021728515625,53.81962203979492,0.0244159996509552,26.8570499420166,0.23950999975204468,0.09343399852514267,0.07531099766492844,120.7332992553711,10.387001991271973,0.0025279999244958162,4.025468349456787
2020-11-04,14133.70703125,241.13009643554688,402.1419982910156,54.49910354614258,0.024196000769734383,26.931514739990234,0.2377929985523224,0.09536900371313095,0.07459300011396408,115.95584106445312,10.472586631774902,0.002532999962568283,4.09808349609375
2020-11-05,15579.8486328125,249.5473175048828,414.0673522949219,58.678497314453125,0.02496200054883957,27.675859451293945,0.2457759976387024,0.09699399769306183,0.0801749974489212,119.81246185302734,10.990669250488281,0.002616999903693795,4.235194683074951
2020-11-06,15565.880859375,257.7201843261719,454.71929931640625,63.13111114501953,0.026064999401569366,29.01799964904785,0.25844499468803406,0.10910499840974808,0.08387400209903717,119.48121643066406,12.118071556091309,0.0027600000612437725,4.579651832580566
2020-11-07,14833.75390625,253.5904083251953,435.713134765625,59.143646240234375,0.02491999976336956,27.738094329833984,0.24958199262619019,0.10137899965047836,0.07961399853229523,111.31348419189453,11.757224082946777,0.0026710000820457935,4.241959571838379
2020-11-08,15479.5673828125,270.6977844238281,453.5547790527344,61.05504608154297,0.02536500059068203,28.305116653442383,0.2539390027523041,0.10662099719047546,0.08153799921274185,120.33414459228516,12.656035423278809,0.002710999920964241,4.372093200683594
2020-11-09,15332.3154296875,263.9813232421875,444.1630554199219,59.36388397216797,0.024810999631881714,28.018020629882812,0.25074800848960876,0.10532499849796295,0.07967700064182281,115.65994262695312,12.520734786987305,0.0026700000744313,4.346767425537109
2020-11-10,15290.90234375,257.351806640625,449.67962646484375,58.237342834472656,0.02487199939787388,28.193342208862305,0.25391098856925964,0.10580500215291977,0.07982800155878067,115.33495330810547,13.003462791442871,0.002753000007942319,4.415016174316406
2020-11-11,15701.33984375,257.1214904785156,462.9605407714844,59.51502990722656,0.025054000318050385,27.956178665161133,0.2562589943408966,0.10596500337123871,0.08069200068712234,113.36576843261719,12.807538032531738,0.002768999896943569,4.457201957702637
2020-11-12,16276.34375,259.821533203125,461.0052795410156,60.365379333496094,0.02493700012564659,27.61480712890625,0.25490298867225647,0.10452499985694885,0.08066599816083908,112.0469970703125,12.423222541809082,0.002778999973088503,4.399240016937256
2020-11-13,16317.80859375,259.1717834472656,474.6264343261719,65.45719909667969,0.025405000895261765,28.182172775268555,0.265190988779068,0.10639099776744843,0.08231800049543381,114.11270904541016,12.887977600097656,0.0028210000600665808,4.540119647979736
2020-11-14,16068.138671875,255.76904296875,460.14984130859375,63.77415084838867,0.02519099973142147,27.936201095581055,0.268341988325119,0.10420200228691101,0.08115799725055695,116.57744598388672,12.576959609985352,0.0027729999274015427,4.465622425079346
2020-11-15,15955.587890625,241.36802673339844,447.55908203125,62.27992248535156,0.025408999994397163,27.621030807495117,0.2696419954299927,0.10053099691867828,0.08029399812221527,114.62094116210938,12.12181282043457,0.0027749999426305294,4.379988193511963
2020-11-16,16716.111328125,250.13929748535156,459.9403076171875,71.32624816894531,0.025596000254154205,28.064109802246094,0.2855199873447418,0.10400799661874771,0.08189599961042404,117.98246002197266,12.590789794921875,0.0028860000893473625,4.485499858856201
2020-11-17,17645.40625,255.2885284423828,480.3600769042969,75.85234069824219,0.026467999443411827,28.530580520629883,0.30240800976753235,0.1096000000834465,0.08607500046491623,125.43038940429688,13.244711875915527,0.0029360000044107437,4.84466552734375
2020-11-18,17804.005859375,247.1260528564453,479.48406982421875,73.69493865966797,0.026822000741958618,28.076162338256836,0.29422199726104736,0.10640300065279007,0.08361499756574631,123.64198303222656,13.592995643615723,0.0029090000316500664,4.679662704467773
